Designator,MPN,QTY,Link,,,,,,,,MANUFACTURER_PART_NUMBER,MF,MOUSER_PART_NUMBER,MOUSER_PRICE-STOCK,MPN,OC_FARNELL,OC_NEWARK,PROD_ID,SPICEPREFIX,VALUE
LED1-1-1,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-2,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-3,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-4,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-5,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-6,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-7,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-8,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-9,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-10,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-11,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-12,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-13,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-14,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-15,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-16,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-17,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-18,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-19,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-20,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-21,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-22,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-1-23,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-1,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-2,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-3,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-4,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-5,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-6,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-7,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-8,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-9,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-10,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-11,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-12,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-13,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-14,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-15,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-16,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-17,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-18,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-19,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-20,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-21,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-22,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED1-2-23,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-1,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-2,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-3,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-4,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-5,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-6,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-7,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-8,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-9,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-10,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-11,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-12,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-13,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-14,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-15,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-16,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-17,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-18,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-19,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-1-20,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-1,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-2,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-3,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-4,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-5,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-6,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-7,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-8,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-9,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-10,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-11,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-12,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-13,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-14,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-15,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
LED2-2-16,UHD1110-FKA,1,https://www.digikey.com/product-detail/en/cree-inc/UHD1110-FKA-CL1A13R3Q1BBQFMF3/UHD1110-FKA-CL1A13R3Q1BBQFMF3CT-ND/9959494 ,,,,,,,,,,,,,,,,,
